year,region,proportion_STEM_higher_ed
2014 / 2015,Oliveira de Frades,
2014 / 2015,Penalva do Castelo,
2014 / 2015,Santa Comba Dão,
2014 / 2015,São Pedro do Sul,
2014 / 2015,Sátão,
2014 / 2015,Tondela,
2014 / 2015,Vila Nova de Paiva,
2014 / 2015,Viseu,19.3
2014 / 2015,Vouzela,
2014 / 2015,Beira Baixa,20.8
2014 / 2015,Castelo Branco,23.1
2014 / 2015,Idanha-a-Nova,
2014 / 2015,Oleiros,
2014 / 2015,Penamacor,
2014 / 2015,Proença-a-Nova,
2014 / 2015,Vila Velha de Ródão,
2014 / 2015,Médio Tejo,34.9
2014 / 2015,Abrantes,54.3
2014 / 2015,Alcanena,
2014 / 2015,Constância,
2014 / 2015,Entroncamento,
2014 / 2015,Ferreira do Zêzere,
2014 / 2015,Mação,
2014 / 2015,Ourém,
2014 / 2015,Sardoal,
2014 / 2015,Sertã,
2014 / 2015,Tomar,32.0
2014 / 2015,Torres Novas,
2014 / 2015,Vila de Rei,
2014 / 2015,Vila Nova da Barquinha,
2014 / 2015,Beiras e Serra da Estrela,30.3
2014 / 2015,Almeida,
2014 / 2015,Belmonte,
2014 / 2015,Celorico da Beira,
2014 / 2015,Covilhã,34.6
2014 / 2015,Figueira de Castelo Rodrigo,
2014 / 2015,Fornos de Algodres,
2014 / 2015,Fundão,
2014 / 2015,Gouveia,
2014 / 2015,Guarda,20.3
2014 / 2015,Manteigas,
2014 / 2015,Mêda,
2014 / 2015,Pinhel,
2014 / 2015,Sabugal,
2014 / 2015,Seia,
2014 / 2015,Trancoso,
2014 / 2015,Área Metropolitana de Lisboa,29.8
2014 / 2015,Área Metropolitana de Lisboa,29.8
2014 / 2015,Alcochete,
2014 / 2015,Almada,73.4
2014 / 2015,Amadora,
2014 / 2015,Barreiro,100.0
2014 / 2015,Cascais,
2014 / 2015,Lisboa,25.6
2014 / 2015,Loures,
2014 / 2015,Mafra,
2014 / 2015,Moita,
2014 / 2015,Montijo,
2014 / 2015,Odivelas,
2014 / 2015,Oeiras,46.4
2014 / 2015,Palmela,
2014 / 2015,Seixal,
2014 / 2015,Sesimbra,
2014 / 2015,Setúbal,34.1
2014 / 2015,Sintra,
2014 / 2015,Vila Franca de Xira,
2014 / 2015,Alentejo,20.0
2014 / 2015,Alentejo Litoral,78.2
2014 / 2015,Alcácer do Sal,
2014 / 2015,Grândola,
2014 / 2015,Odemira,
2014 / 2015,Santiago do Cacém,78.2
2014 / 2015,Sines,
2014 / 2015,Baixo Alentejo,20.0
2014 / 2015,Aljustrel,
2014 / 2015,Almodôvar,
2014 / 2015,Alvito,
2014 / 2015,Barrancos,
2014 / 2015,Beja,20.0
2014 / 2015,Castro Verde,
2014 / 2015,Cuba,
2014 / 2015,Ferreira do Alentejo,
2014 / 2015,Mértola,
2014 / 2015,Moura,
2014 / 2015,Ourique,
2014 / 2015,Serpa,
2014 / 2015,Vidigueira,
2014 / 2015,Lezíria do Tejo,10.5
2014 / 2015,Almeirim,
2014 / 2015,Alpiarça,
2014 / 2015,Azambuja,
2014 / 2015,Benavente,
2014 / 2015,Cartaxo,
2014 / 2015,Chamusca,
2014 / 2015,Coruche,
2014 / 2015,Golegã,
2014 / 2015,Rio Maior,
2014 / 2015,Salvaterra de Magos,
2014 / 2015,Santarém,13.6
2014 / 2015,Alto Alentejo,6.8
2014 / 2015,Alter do Chão,
2014 / 2015,Arronches,
2014 / 2015,Avis,
2014 / 2015,Campo Maior,
2014 / 2015,Castelo de Vide,
2014 / 2015,Crato,
2014 / 2015,Elvas,
2014 / 2015,Fronteira,
2014 / 2015,Gavião,
2014 / 2015,Marvão,
2014 / 2015,Monforte,
2014 / 2015,Nisa,
2014 / 2015,Ponte de Sor,
2014 / 2015,Portalegre,7.9
2014 / 2015,Sousel,
2014 / 2015,Alentejo Central,28.4
2014 / 2015,Alandroal,
2014 / 2015,Arraiolos,
2014 / 2015,Borba,
2014 / 2015,Estremoz,
2014 / 2015,Évora,28.4
2014 / 2015,Montemor-o-Novo,
2014 / 2015,Mora,
2014 / 2015,Mourão,
2014 / 2015,Portel,
2014 / 2015,Redondo,
2014 / 2015,Reguengos de Monsaraz,
2014 / 2015,Vendas Novas,
2014 / 2015,Viana do Alentejo,
2014 / 2015,Vila Viçosa,
2014 / 2015,Algarve,27.2
2014 / 2015,Algarve,27.2
2014 / 2015,Albufeira,
2014 / 2015,Alcoutim,
2014 / 2015,Aljezur,
2014 / 2015,Castro Marim,
2014 / 2015,Faro,29.1
2014 / 2015,Lagoa,
2014 / 2015,Lagos,
2014 / 2015,Loulé,1.1
2014 / 2015,Monchique,
2014 / 2015,Olhão,
2014 / 2015,Portimão,16.8
2014 / 2015,São Brás de Alportel,
2014 / 2015,Silves,
2014 / 2015,Tavira,
2014 / 2015,Vila do Bispo,
2014 / 2015,Vila Real de Santo António,
2014 / 2015,Região Autónoma dos Açores,23.2
2014 / 2015,Região Autónoma dos Açores,23.2
2014 / 2015,Região Autónoma dos Açores,23.2
2014 / 2015,Angra do Heroísmo,36.7
2014 / 2015,Calheta,
2014 / 2015,Corvo,
2014 / 2015,Horta,100.0
2014 / 2015,Lagoa,
2014 / 2015,Lajes das Flores,
2014 / 2015,Lajes do Pico,
2014 / 2015,Madalena,
2014 / 2015,Nordeste,
2014 / 2015,Ponta Delgada,19.9
2014 / 2015,Povoação,
2014 / 2015,Ribeira Grande,
2014 / 2015,Santa Cruz da Graciosa,
2014 / 2015,Santa Cruz das Flores,
2014 / 2015,São Roque do Pico,
2014 / 2015,Velas,
2014 / 2015,Vila da Praia da Vitória,
2014 / 2015,Vila do Porto,
2014 / 2015,Vila Franca do Campo,
2014 / 2015,Região Autónoma da Madeira,22.5
2014 / 2015,Região Autónoma da Madeira,22.5
2014 / 2015,Região Autónoma da Madeira,22.5
2014 / 2015,Calheta,
2014 / 2015,Câmara de Lobos,
2014 / 2015,Funchal,22.5
2014 / 2015,Machico,
2014 / 2015,Ponta do Sol,
2014 / 2015,Porto Moniz,
2014 / 2015,Porto Santo,
2014 / 2015,Ribeira Brava,
2014 / 2015,Santa Cruz,
2014 / 2015,Santana,
2014 / 2015,São Vicente,
2013 / 2014,Portugal,30.3
2013 / 2014,Continente,30.5
2013 / 2014,Norte,31.3
2013 / 2014,Alto Minho,30.3
2013 / 2014,Arcos de Valdevez,
2013 / 2014,Caminha,
2013 / 2014,Melgaço,
2013 / 2014,Monção,
2013 / 2014,Paredes de Coura,
2013 / 2014,Ponte da Barca,
2013 / 2014,Ponte de Lima,24.1
2013 / 2014,Valença,7.3
2013 / 2014,Viana do Castelo,31.5
2013 / 2014,Vila Nova de Cerveira,87.3
2013 / 2014,Cávado,37.8
2013 / 2014,Amares,
2013 / 2014,Barcelos,18.0
2013 / 2014,Braga,41.1
2013 / 2014,Esposende,
2013 / 2014,Terras de Bouro,
2013 / 2014,Vila Verde,
2013 / 2014,Ave,20.4
2013 / 2014,Cabeceiras de Basto,
2013 / 2014,Fafe,6.7
2013 / 2014,Guimarães,
2013 / 2014,Mondim de Basto,
2013 / 2014,Póvoa de Lanhoso,
2013 / 2014,Vieira do Minho,
2013 / 2014,Vila Nova de Famalicão,28.1
2013 / 2014,Vizela,
2013 / 2014,Área Metropolitana do Porto,30.0
2013 / 2014,Arouca,
2013 / 2014,Espinho,
2013 / 2014,Gondomar,
2013 / 2014,Maia,4.0
2013 / 2014,Matosinhos,0.1
2013 / 2014,Oliveira de Azeméis,
2013 / 2014,Paredes,10.1
2013 / 2014,Porto,35.3
2013 / 2014,Póvoa de Varzim,
2013 / 2014,Santa Maria da Feira,18.5
2013 / 2014,Santo Tirso,
2013 / 2014,São João da Madeira,
2013 / 2014,Trofa,
2013 / 2014,Vale de Cambra,
2013 / 2014,Valongo,
2013 / 2014,Vila do Conde,24.7
2013 / 2014,Vila Nova de Gaia,22.9
2013 / 2014,Alto Tâmega,
2013 / 2014,Boticas,
2013 / 2014,Chaves,
2013 / 2014,Montalegre,
2013 / 2014,Ribeira de Pena,
2013 / 2014,Valpaços,
2013 / 2014,Vila Pouca de Aguiar,
2013 / 2014,Tâmega e Sousa,25.5
2013 / 2014,Amarante,
2013 / 2014,Baião,
2013 / 2014,Castelo de Paiva,
2013 / 2014,Celorico de Basto,
2013 / 2014,Cinfães,
2013 / 2014,Felgueiras,25.5
2013 / 2014,Lousada,
2013 / 2014,Marco de Canaveses,
2013 / 2014,Paços de Ferreira,
2013 / 2014,Penafiel,
2013 / 2014,Resende,
2013 / 2014,Douro,34.5
2013 / 2014,Alijó,
2013 / 2014,Armamar,
2013 / 2014,Carrazeda de Ansiães,
2013 / 2014,Freixo de Espada à Cinta,
2013 / 2014,Lamego,9.9
2013 / 2014,Mesão Frio,
2013 / 2014,Moimenta da Beira,
2013 / 2014,Murça,
2013 / 2014,Penedono,
2013 / 2014,Peso da Régua,
2013 / 2014,Sabrosa,
2013 / 2014,Santa Marta de Penaguião,
2013 / 2014,São João da Pesqueira,
2013 / 2014,Sernancelhe,
2013 / 2014,Tabuaço,
2013 / 2014,Tarouca,
2013 / 2014,Torre de Moncorvo,
2013 / 2014,Vila Nova de Foz Côa,
2013 / 2014,Vila Real,36.0
2013 / 2014,Terras de Trás-os-Montes,25.5
2013 / 2014,Alfândega da Fé,
2013 / 2014,Bragança,28.9
2013 / 2014,Macedo de Cavaleiros,
2013 / 2014,Miranda do Douro,
2013 / 2014,Mirandela,5.2
2013 / 2014,Mogadouro,
2013 / 2014,Vila Flor,
2013 / 2014,Vimioso,
2013 / 2014,Vinhais,
2013 / 2014,Centro,31.5
2013 / 2014,Oeste,10.0
2013 / 2014,Alcobaça,
2013 / 2014,Alenquer,
2013 / 2014,Arruda dos Vinhos,
2013 / 2014,Bombarral,
2013 / 2014,Cadaval,
2013 / 2014,Caldas da Rainha,
2013 / 2014,Lourinhã,
2013 / 2014,Nazaré,
2013 / 2014,Óbidos,
2013 / 2014,Peniche,22.2
2013 / 2014,Sobral de Monte Agraço,
2013 / 2014,Torres Vedras,13.2
2013 / 2014,Região de Aveiro,46.7
2013 / 2014,Águeda,42.5
2013 / 2014,Albergaria-a-Velha,
2013 / 2014,Anadia,
2013 / 2014,Aveiro,46.8
2013 / 2014,Estarreja,
2013 / 2014,Ílhavo,
2013 / 2014,Murtosa,
2013 / 2014,Oliveira do Bairro,
2013 / 2014,Ovar,
2013 / 2014,Sever do Vouga,
2013 / 2014,Vagos,
2013 / 2014,Região de Coimbra,29.5
2013 / 2014,Arganil,
2013 / 2014,Cantanhede,
2013 / 2014,Coimbra,29.6
2013 / 2014,Condeixa-a-Nova,
2013 / 2014,Figueira da Foz,
2013 / 2014,Góis,
2013 / 2014,Lousã,
2013 / 2014,Mealhada,
2013 / 2014,Mira,
2013 / 2014,Miranda do Corvo,
2013 / 2014,Montemor-o-Velho,
2013 / 2014,Mortágua,
2013 / 2014,Oliveira do Hospital,22.5
2013 / 2014,Pampilhosa da Serra,
2013 / 2014,Penacova,
2013 / 2014,Penela,
2013 / 2014,Soure,
2013 / 2014,Tábua,
2013 / 2014,Vila Nova de Poiares,
2013 / 2014,Região de Leiria,32.0
2013 / 2014,Alvaiázere,
2013 / 2014,Ansião,
2013 / 2014,Batalha,
2013 / 2014,Castanheira de Pêra,
2013 / 2014,Figueiró dos Vinhos,
2013 / 2014,Leiria,31.9
2013 / 2014,Marinha Grande,43.2
2013 / 2014,Pedrógão Grande,
2013 / 2014,Pombal,
2013 / 2014,Porto de Mós,
2013 / 2014,Viseu Dão Lafões,21.0
2013 / 2014,Aguiar da Beira,
2013 / 2014,Carregal do Sal,
2013 / 2014,Castro Daire,
2013 / 2014,Mangualde,
2013 / 2014,Nelas,
2013 / 2014,Oliveira de Frades,
2013 / 2014,Penalva do Castelo,
2013 / 2014,Santa Comba Dão,
2013 / 2014,São Pedro do Sul,
2013 / 2014,Sátão,
2013 / 2014,Tondela,
2013 / 2014,Vila Nova de Paiva,
2013 / 2014,Viseu,21.0
2013 / 2014,Vouzela,
2013 / 2014,Beira Baixa,23.9
2013 / 2014,Castelo Branco,26.6
2013 / 2014,Idanha-a-Nova,
2013 / 2014,Oleiros,
2013 / 2014,Penamacor,
2013 / 2014,Proença-a-Nova,
2013 / 2014,Vila Velha de Ródão,
2013 / 2014,Médio Tejo,34.6
2013 / 2014,Abrantes,52.4
2013 / 2014,Alcanena,
2013 / 2014,Constância,
2013 / 2014,Entroncamento,
2013 / 2014,Ferreira do Zêzere,
2013 / 2014,Mação,
2013 / 2014,Ourém,
2013 / 2014,Sardoal,
2013 / 2014,Sertã,
2013 / 2014,Tomar,33.0
2013 / 2014,Torres Novas,
2013 / 2014,Vila de Rei,
2013 / 2014,Vila Nova da Barquinha,
2013 / 2014,Beiras e Serra da Estrela,30.4
2013 / 2014,Almeida,
2013 / 2014,Belmonte,
2013 / 2014,Celorico da Beira,
2013 / 2014,Covilhã,35.0
2013 / 2014,Figueira de Castelo Rodrigo,
2013 / 2014,Fornos de Algodres,
2013 / 2014,Fundão,
2013 / 2014,Gouveia,
2013 / 2014,Guarda,18.7
2013 / 2014,Manteigas,
2013 / 2014,Mêda,
2013 / 2014,Pinhel,
2013 / 2014,Sabugal,
2013 / 2014,Seia,
2013 / 2014,Trancoso,
2013 / 2014,Área Metropolitana de Lisboa,30.2
2013 / 2014,Área Metropolitana de Lisboa,30.2
2013 / 2014,Alcochete,
2013 / 2014,Almada,72.3
2013 / 2014,Amadora,
2013 / 2014,Barreiro,100.0
2013 / 2014,Cascais,
2013 / 2014,Lisboa,26.4
2013 / 2014,Loures,
2013 / 2014,Mafra,
2013 / 2014,Moita,
2013 / 2014,Montijo,
2013 / 2014,Odivelas,
2013 / 2014,Oeiras,44.9
2013 / 2014,Palmela,
2013 / 2014,Seixal,
2013 / 2014,Sesimbra,
2013 / 2014,Setúbal,33.8
2013 / 2014,Sintra,4.3
2013 / 2014,Vila Franca de Xira,
2013 / 2014,Alentejo,21.1
2013 / 2014,Alentejo Litoral,52.8
2013 / 2014,Alcácer do Sal,
2013 / 2014,Grândola,
2013 / 2014,Odemira,
2013 / 2014,Santiago do Cacém,52.8
2013 / 2014,Sines,
2013 / 2014,Baixo Alentejo,23.3
2013 / 2014,Aljustrel,
2013 / 2014,Almodôvar,
2013 / 2014,Alvito,
2013 / 2014,Barrancos,
2013 / 2014,Beja,23.3
2013 / 2014,Castro Verde,
2013 / 2014,Cuba,
2013 / 2014,Ferreira do Alentejo,
2013 / 2014,Mértola,
2013 / 2014,Moura,
2013 / 2014,Ourique,
2013 / 2014,Serpa,
2013 / 2014,Vidigueira,
2013 / 2014,Lezíria do Tejo,11.3
2013 / 2014,Almeirim,
2013 / 2014,Alpiarça,
2013 / 2014,Azambuja,
2013 / 2014,Benavente,
2013 / 2014,Cartaxo,
2013 / 2014,Chamusca,
2013 / 2014,Coruche,
2013 / 2014,Golegã,
2013 / 2014,Rio Maior,
2013 / 2014,Salvaterra de Magos,
2013 / 2014,Santarém,14.4
2013 / 2014,Alto Alentejo,9.1
2013 / 2014,Alter do Chão,
2013 / 2014,Arronches,
2013 / 2014,Avis,
2013 / 2014,Campo Maior,
2013 / 2014,Castelo de Vide,
2013 / 2014,Crato,
2013 / 2014,Elvas,
2013 / 2014,Fronteira,
2013 / 2014,Gavião,
2013 / 2014,Marvão,
2013 / 2014,Monforte,
2013 / 2014,Nisa,
2013 / 2014,Ponte de Sor,
2013 / 2014,Portalegre,10.5
2013 / 2014,Sousel,
2013 / 2014,Alentejo Central,28.7
2013 / 2014,Alandroal,
2013 / 2014,Arraiolos,
2013 / 2014,Borba,
2013 / 2014,Estremoz,
2013 / 2014,Évora,28.7
2013 / 2014,Montemor-o-Novo,
2013 / 2014,Mora,
2013 / 2014,Mourão,
2013 / 2014,Portel,
2013 / 2014,Redondo,
2013 / 2014,Reguengos de Monsaraz,
2013 / 2014,Vendas Novas,
2013 / 2014,Viana do Alentejo,
2013 / 2014,Vila Viçosa,
2013 / 2014,Algarve,28.3
2013 / 2014,Algarve,28.3
2013 / 2014,Albufeira,
2013 / 2014,Alcoutim,
2013 / 2014,Aljezur,
2013 / 2014,Castro Marim,
2013 / 2014,Faro,30.3
2013 / 2014,Lagoa,
2013 / 2014,Lagos,
2013 / 2014,Loulé,4.6
2013 / 2014,Monchique,
2013 / 2014,Olhão,
2013 / 2014,Portimão,21.5
2013 / 2014,São Brás de Alportel,
2013 / 2014,Silves,
2013 / 2014,Tavira,
2013 / 2014,Vila do Bispo,
2013 / 2014,Vila Real de Santo António,
2013 / 2014,Região Autónoma dos Açores,23.0
2013 / 2014,Região Autónoma dos Açores,23.0
2013 / 2014,Região Autónoma dos Açores,23.0
2013 / 2014,Angra do Heroísmo,37.6
2013 / 2014,Calheta,
2013 / 2014,Corvo,
2013 / 2014,Horta,100.0
2013 / 2014,Lagoa,
2013 / 2014,Lajes das Flores,
2013 / 2014,Lajes do Pico,
2013 / 2014,Madalena,
2013 / 2014,Nordeste,
2013 / 2014,Ponta Delgada,19.0
2013 / 2014,Povoação,
2013 / 2014,Ribeira Grande,
2013 / 2014,Santa Cruz da Graciosa,
2013 / 2014,Santa Cruz das Flores,
2013 / 2014,São Roque do Pico,
2013 / 2014,Velas,
2013 / 2014,Vila da Praia da Vitória,
2013 / 2014,Vila do Porto,
2013 / 2014,Vila Franca do Campo,
2013 / 2014,Região Autónoma da Madeira,23.7
2013 / 2014,Região Autónoma da Madeira,23.7
2013 / 2014,Região Autónoma da Madeira,23.7
2013 / 2014,Calheta,
2013 / 2014,Câmara de Lobos,
2013 / 2014,Funchal,23.7
2013 / 2014,Machico,
2013 / 2014,Ponta do Sol,
2013 / 2014,Porto Moniz,
2013 / 2014,Porto Santo,
2013 / 2014,Ribeira Brava,
2013 / 2014,Santa Cruz,
2013 / 2014,Santana,
2013 / 2014,São Vicente,
2012 / 2013,Portugal,30.8
2012 / 2013,Continente,31.0
2012 / 2013,Norte,31.5
2012 / 2013,Alto Minho,32.5
2012 / 2013,Arcos de Valdevez,
2012 / 2013,Caminha,
2012 / 2013,Melgaço,
2012 / 2013,Monção,
2012 / 2013,Paredes de Coura,
2012 / 2013,Ponte da Barca,
2012 / 2013,Ponte de Lima,32.2
2012 / 2013,Valença,14.8
2012 / 2013,Viana do Castelo,32.2
2012 / 2013,Vila Nova de Cerveira,87.7
2012 / 2013,Cávado,38.5
2012 / 2013,Amares,
2012 / 2013,Barcelos,17.1
2012 / 2013,Braga,42.2
2012 / 2013,Esposende,
2012 / 2013,Terras de Bouro,
2012 / 2013,Vila Verde,
2012 / 2013,Ave,21.0
2012 / 2013,Cabeceiras de Basto,
2012 / 2013,Fafe,7.4
2012 / 2013,Guimarães,
2012 / 2013,Mondim de Basto,
2012 / 2013,Póvoa de Lanhoso,
2012 / 2013,Vieira do Minho,
2012 / 2013,Vila Nova de Famalicão,30.2
2012 / 2013,Vizela,
2012 / 2013,Área Metropolitana do Porto,30.1
2012 / 2013,Arouca,
2012 / 2013,Espinho,
2012 / 2013,Gondomar,
2012 / 2013,Maia,4.3
2012 / 2013,Matosinhos,
2012 / 2013,Oliveira de Azeméis,
2012 / 2013,Paredes,9.6
2012 / 2013,Porto,35.7
2012 / 2013,Póvoa de Varzim,
2012 / 2013,Santa Maria da Feira,15.1
2012 / 2013,Santo Tirso,
2012 / 2013,São João da Madeira,
2012 / 2013,Trofa,
2012 / 2013,Vale de Cambra,
2012 / 2013,Valongo,
2012 / 2013,Vila do Conde,24.7
2012 / 2013,Vila Nova de Gaia,19.8
2012 / 2013,Alto Tâmega,
2012 / 2013,Boticas,
2012 / 2013,Chaves,
2012 / 2013,Montalegre,
2012 / 2013,Ribeira de Pena,
2012 / 2013,Valpaços,
2012 / 2013,Vila Pouca de Aguiar,
2012 / 2013,Tâmega e Sousa,24.3
2012 / 2013,Amarante,
2012 / 2013,Baião,
2012 / 2013,Castelo de Paiva,
2012 / 2013,Celorico de Basto,
2012 / 2013,Cinfães,
2012 / 2013,Felgueiras,24.3
2012 / 2013,Lousada,
2012 / 2013,Marco de Canaveses,
2012 / 2013,Paços de Ferreira,
2012 / 2013,Penafiel,
2012 / 2013,Resende,
2012 / 2013,Douro,34.2
2012 / 2013,Alijó,
2012 / 2013,Armamar,
2012 / 2013,Carrazeda de Ansiães,
2012 / 2013,Freixo de Espada à Cinta,
2012 / 2013,Lamego,9.0
2012 / 2013,Mesão Frio,
2012 / 2013,Moimenta da Beira,
2012 / 2013,Murça,
2012 / 2013,Penedono,
2012 / 2013,Peso da Régua,
2012 / 2013,Sabrosa,
2012 / 2013,Santa Marta de Penaguião,
2012 / 2013,São João da Pesqueira,
2012 / 2013,Sernancelhe,
2012 / 2013,Tabuaço,
2012 / 2013,Tarouca,
2012 / 2013,Torre de Moncorvo,
2012 / 2013,Vila Nova de Foz Côa,
2012 / 2013,Vila Real,36.1
2012 / 2013,Terras de Trás-os-Montes,26.8
2012 / 2013,Alfândega da Fé,
2012 / 2013,Bragança,31.1
2012 / 2013,Macedo de Cavaleiros,
2012 / 2013,Miranda do Douro,
2012 / 2013,Mirandela,4.8
2012 / 2013,Mogadouro,
2012 / 2013,Vila Flor,
2012 / 2013,Vimioso,
2012 / 2013,Vinhais,
2012 / 2013,Centro,32.7
2012 / 2013,Oeste,10.8
2012 / 2013,Alcobaça,
2012 / 2013,Alenquer,
2012 / 2013,Arruda dos Vinhos,
2012 / 2013,Bombarral,
2012 / 2013,Cadaval,
2012 / 2013,Caldas da Rainha,
2012 / 2013,Lourinhã,
2012 / 2013,Nazaré,
2012 / 2013,Óbidos,
2012 / 2013,Peniche,22.3
2012 / 2013,Sobral de Monte Agraço,
2012 / 2013,Torres Vedras,14.2
2012 / 2013,Região de Aveiro,46.3
2012 / 2013,Águeda,42.4
2012 / 2013,Albergaria-a-Velha,
2012 / 2013,Anadia,
2012 / 2013,Aveiro,46.5
2012 / 2013,Estarreja,
2012 / 2013,Ílhavo,
2012 / 2013,Murtosa,
2012 / 2013,Oliveira do Bairro,
2012 / 2013,Ovar,
2012 / 2013,Sever do Vouga,
2012 / 2013,Vagos,
2012 / 2013,Região de Coimbra,31.6
2012 / 2013,Arganil,
2012 / 2013,Cantanhede,
2012 / 2013,Coimbra,31.7
2012 / 2013,Condeixa-a-Nova,
2012 / 2013,Figueira da Foz,
2012 / 2013,Góis,
2012 / 2013,Lousã,
2012 / 2013,Mealhada,
2012 / 2013,Mira,
2012 / 2013,Miranda do Corvo,
2012 / 2013,Montemor-o-Velho,
2012 / 2013,Mortágua,
2012 / 2013,Oliveira do Hospital,24.2
2012 / 2013,Pampilhosa da Serra,
2012 / 2013,Penacova,
2012 / 2013,Penela,
2012 / 2013,Soure,
2012 / 2013,Tábua,
2012 / 2013,Vila Nova de Poiares,
2012 / 2013,Região de Leiria,33.0
2012 / 2013,Alvaiázere,
2012 / 2013,Ansião,
2012 / 2013,Batalha,
2012 / 2013,Castanheira de Pêra,
2012 / 2013,Figueiró dos Vinhos,
2012 / 2013,Leiria,33.0
2012 / 2013,Marinha Grande,33.9
2012 / 2013,Pedrógão Grande,
2012 / 2013,Pombal,
2012 / 2013,Porto de Mós,
2012 / 2013,Viseu Dão Lafões,25.0
2012 / 2013,Aguiar da Beira,
2012 / 2013,Carregal do Sal,
2012 / 2013,Castro Daire,
2012 / 2013,Mangualde,
2012 / 2013,Nelas,
2012 / 2013,Oliveira de Frades,
2012 / 2013,Penalva do Castelo,
2012 / 2013,Santa Comba Dão,
2012 / 2013,São Pedro do Sul,
2012 / 2013,Sátão,
2012 / 2013,Tondela,
2012 / 2013,Vila Nova de Paiva,
2012 / 2013,Viseu,25.0
2012 / 2013,Vouzela,
2012 / 2013,Beira Baixa,24.2
2012 / 2013,Castelo Branco,27.8
2012 / 2013,Idanha-a-Nova,
2012 / 2013,Oleiros,
2012 / 2013,Penamacor,
2012 / 2013,Proença-a-Nova,
2012 / 2013,Vila Velha de Ródão,
2012 / 2013,Médio Tejo,34.5
2012 / 2013,Abrantes,52.4
2012 / 2013,Alcanena,
2012 / 2013,Constância,
2012 / 2013,Entroncamento,
2012 / 2013,Ferreira do Zêzere,
2012 / 2013,Mação,
2012 / 2013,Ourém,
2012 / 2013,Sardoal,
2012 / 2013,Sertã,
2012 / 2013,Tomar,33.1
2012 / 2013,Torres Novas,
2012 / 2013,Vila de Rei,
2012 / 2013,Vila Nova da Barquinha,
2012 / 2013,Beiras e Serra da Estrela,30.4
2012 / 2013,Almeida,
2012 / 2013,Belmonte,
2012 / 2013,Celorico da Beira,
2012 / 2013,Covilhã,35.5
2012 / 2013,Figueira de Castelo Rodrigo,
2012 / 2013,Fornos de Algodres,
2012 / 2013,Fundão,
2012 / 2013,Gouveia,
2012 / 2013,Guarda,17.7
2012 / 2013,Manteigas,
2012 / 2013,Mêda,
2012 / 2013,Pinhel,
2012 / 2013,Sabugal,
2012 / 2013,Seia,
2012 / 2013,Trancoso,
2012 / 2013,Área Metropolitana de Lisboa,30.5
2012 / 2013,Área Metropolitana de Lisboa,30.5
2012 / 2013,Alcochete,
2012 / 2013,Almada,68.0
2012 / 2013,Amadora,
2012 / 2013,Barreiro,100.0
2012 / 2013,Cascais,
2012 / 2013,Lisboa,26.9
2012 / 2013,Loures,
2012 / 2013,Mafra,
2012 / 2013,Moita,
2012 / 2013,Montijo,
2012 / 2013,Odivelas,
2012 / 2013,Oeiras,44.7
2012 / 2013,Palmela,
2012 / 2013,Seixal,
2012 / 2013,Sesimbra,
2012 / 2013,Setúbal,35.3
2012 / 2013,Sintra,48.9
2012 / 2013,Vila Franca de Xira,
2012 / 2013,Alentejo,23.2
2012 / 2013,Alentejo Litoral,28.4
2012 / 2013,Alcácer do Sal,
2012 / 2013,Grândola,
2012 / 2013,Odemira,
2012 / 2013,Santiago do Cacém,28.4
2012 / 2013,Sines,
2012 / 2013,Baixo Alentejo,25.6
2012 / 2013,Aljustrel,
2012 / 2013,Almodôvar,
2012 / 2013,Alvito,
2012 / 2013,Barrancos,
2012 / 2013,Beja,25.6
2012 / 2013,Castro Verde,
2012 / 2013,Cuba,
2012 / 2013,Ferreira do Alentejo,
2012 / 2013,Mértola,
2012 / 2013,Moura,
2012 / 2013,Ourique,
2012 / 2013,Serpa,
2012 / 2013,Vidigueira,
2012 / 2013,Lezíria do Tejo,12.8
2012 / 2013,Almeirim,
2012 / 2013,Alpiarça,
2012 / 2013,Azambuja,
2012 / 2013,Benavente,
2012 / 2013,Cartaxo,
2012 / 2013,Chamusca,
2012 / 2013,Coruche,
2012 / 2013,Golegã,
2012 / 2013,Rio Maior,
2012 / 2013,Salvaterra de Magos,
2012 / 2013,Santarém,16.1
2012 / 2013,Alto Alentejo,11.6
2012 / 2013,Alter do Chão,
2012 / 2013,Arronches,
2012 / 2013,Avis,
2012 / 2013,Campo Maior,
2012 / 2013,Castelo de Vide,
2012 / 2013,Crato,
2012 / 2013,Elvas,
2012 / 2013,Fronteira,
2012 / 2013,Gavião,
2012 / 2013,Marvão,
2012 / 2013,Monforte,
2012 / 2013,Nisa,
2012 / 2013,Ponte de Sor,
2012 / 2013,Portalegre,13.4
2012 / 2013,Sousel,
2012 / 2013,Alentejo Central,31.3
2012 / 2013,Alandroal,
2012 / 2013,Arraiolos,
2012 / 2013,Borba,
2012 / 2013,Estremoz,
2012 / 2013,Évora,31.3
2012 / 2013,Montemor-o-Novo,
2012 / 2013,Mora,
2012 / 2013,Mourão,
2012 / 2013,Portel,
2012 / 2013,Redondo,
2012 / 2013,Reguengos de Monsaraz,
2012 / 2013,Vendas Novas,
2012 / 2013,Viana do Alentejo,
2012 / 2013,Vila Viçosa,
2012 / 2013,Algarve,28.2
2012 / 2013,Algarve,28.2
2012 / 2013,Albufeira,
2012 / 2013,Alcoutim,
